"","PrecinctID","Yes","No","Ballots","Turnout","prop","PYes","PNo","Perc","Win"
"1",1101,139,68,210,42.68,"A",0.671497584541063,0.328502415458937,0.671497584541063,"Yes"
"2",1102,554,245,817,46.74,"A",0.693366708385482,0.306633291614518,0.693366708385482,"Yes"
"3",1104,274,97,376,43.57,"A",0.738544474393531,0.261455525606469,0.738544474393531,"Yes"
"4",1106,368,190,571,40.41,"A",0.659498207885305,0.340501792114695,0.659498207885305,"Yes"
"5",1109,499,192,699,42.97,"A",0.722141823444284,0.277858176555716,0.722141823444284,"Yes"
"6",1111,214,110,328,37.88,"A",0.660493827160494,0.339506172839506,0.660493827160494,"Yes"
"7",1112,178,78,258,38.62,"A",0.6953125,0.3046875,0.6953125,"Yes"
"8",1114,407,171,586,39.38,"A",0.704152249134948,0.295847750865052,0.704152249134948,"Yes"
"9",1115,376,160,558,35.05,"A",0.701492537313433,0.298507462686567,0.701492537313433,"Yes"
"10",1117,194,94,297,38.67,"A",0.673611111111111,0.326388888888889,0.673611111111111,"Yes"
"11",1118,417,178,606,37.24,"A",0.700840336134454,0.299159663865546,0.700840336134454,"Yes"
"12",1119,190,70,266,38.49,"A",0.730769230769231,0.269230769230769,0.730769230769231,"Yes"
"13",1122,146,81,230,39.25,"A",0.643171806167401,0.356828193832599,0.643171806167401,"Yes"
"14",1123,373,150,534,31.01,"A",0.713193116634799,0.286806883365201,0.713193116634799,"Yes"
"15",1126,387,182,586,40.52,"A",0.680140597539543,0.319859402460457,0.680140597539543,"Yes"
"16",1128,376,241,623,40.04,"A",0.609400324149109,0.390599675850891,0.609400324149109,"Yes"
"17",1129,405,172,583,37.79,"A",0.701906412478336,0.298093587521664,0.701906412478336,"Yes"
"18",1132,245,127,379,44.27,"A",0.658602150537634,0.341397849462366,0.658602150537634,"Yes"
"19",1134,180,114,298,43,"A",0.612244897959184,0.387755102040816,0.612244897959184,"Yes"
"20",1135,354,172,529,42.22,"A",0.673003802281369,0.326996197718631,0.673003802281369,"Yes"
"21",1136,191,104,299,40.57,"A",0.647457627118644,0.352542372881356,0.647457627118644,"Yes"
"22",1141,485,204,701,41.31,"A",0.703918722786647,0.296081277213353,0.703918722786647,"Yes"
"23",1144,559,176,741,43.01,"A",0.760544217687075,0.239455782312925,0.760544217687075,"Yes"
"24",1146,530,198,744,44.26,"A",0.728021978021978,0.271978021978022,0.728021978021978,"Yes"
"25",1148,203,130,337,40.75,"A",0.60960960960961,0.39039039039039,0.60960960960961,"Yes"
"26",1149,551,193,765,46.14,"A",0.740591397849462,0.259408602150538,0.740591397849462,"Yes"
"27",1153,451,247,696,43.42,"A",0.646131805157593,0.353868194842407,0.646131805157593,"Yes"
"28",7001,219,55,284,45.23,"A",0.799270072992701,0.200729927007299,0.799270072992701,"Yes"
"29",7002,272,100,373,43.37,"A",0.731182795698925,0.268817204301075,0.731182795698925,"Yes"
"30",7003,621,187,811,51.13,"A",0.768564356435644,0.231435643564356,0.768564356435644,"Yes"
"31",7005,328,80,412,53.86,"A",0.803921568627451,0.196078431372549,0.803921568627451,"Yes"
"32",7006,354,77,437,50.35,"A",0.821345707656613,0.178654292343387,0.821345707656613,"Yes"
"33",7007,708,210,929,55.79,"A",0.77124183006536,0.228758169934641,0.77124183006536,"Yes"
"34",7011,527,142,672,37.03,"A",0.787742899850523,0.212257100149477,0.787742899850523,"Yes"
"35",7012,332,122,458,51.63,"A",0.731277533039648,0.268722466960352,0.731277533039648,"Yes"
"36",7013,535,142,677,42.74,"A",0.790251107828656,0.209748892171344,0.790251107828656,"Yes"
"37",7015,23,7,32,41.03,"A",0.766666666666667,0.233333333333333,0.766666666666667,"Yes"
"38",7016,465,137,607,35.39,"A",0.772425249169435,0.227574750830565,0.772425249169435,"Yes"
"39",7018,460,213,680,39.26,"A",0.683506686478455,0.316493313521545,0.683506686478455,"Yes"
"40",7021,445,104,551,32.84,"A",0.810564663023679,0.189435336976321,0.810564663023679,"Yes"
"41",7022,254,51,309,33.52,"A",0.832786885245902,0.167213114754098,0.832786885245902,"Yes"
"42",7023,365,63,436,28.31,"A",0.852803738317757,0.147196261682243,0.852803738317757,"Yes"
"43",7024,32,7,39,13.98,"A",0.82051282051282,0.179487179487179,0.82051282051282,"Yes"
"44",7025,73,15,92,20.86,"A",0.829545454545455,0.170454545454545,0.829545454545455,"Yes"
"45",7028,359,76,435,28.12,"A",0.825287356321839,0.174712643678161,0.825287356321839,"Yes"
"46",7029,152,22,173,20.66,"A",0.873563218390805,0.126436781609195,0.873563218390805,"Yes"
"47",7030,269,146,427,39.72,"A",0.648192771084337,0.351807228915663,0.648192771084337,"Yes"
"48",7032,227,43,274,32.09,"A",0.840740740740741,0.159259259259259,0.840740740740741,"Yes"
"49",7034,153,12,166,19.73,"A",0.927272727272727,0.0727272727272727,0.927272727272727,"Yes"
"50",7035,81,26,110,33.64,"A",0.757009345794392,0.242990654205607,0.757009345794392,"Yes"
"51",7037,93,9,102,13.62,"A",0.911764705882353,0.0882352941176471,0.911764705882353,"Yes"
"52",7038,186,78,268,31.67,"A",0.704545454545455,0.295454545454545,0.704545454545455,"Yes"
"53",7039,186,86,277,37.95,"A",0.683823529411765,0.316176470588235,0.683823529411765,"Yes"
"54",7041,10,9,19,35.85,"A",0.526315789473684,0.473684210526316,0.526315789473684,"Yes"
"55",7043,182,76,261,30.82,"A",0.705426356589147,0.294573643410853,0.705426356589147,"Yes"
"56",7045,188,82,277,39.12,"A",0.696296296296296,0.303703703703704,0.696296296296296,"Yes"
