"","INSEE","ABS","winner","PCfn"
"1","01001",44.69,"LFN",34.06
"2","01002",41.52,"LUG",23.62
"3","01004",53.34,"LFN",32.78
"4","01005",52.23,"LFN",39.22
"5","01006",49.53,"LUD",30.77
"6","01007",44.78,"LFN",32.34
"7","01008",48.68,"LFN",31.52
"8","01009",44.57,"LUD",27.34
"9","01010",53.94,"LFN",35.42
"10","01011",47.84,"LFN",33.86
"11","01012",45.71,"LFN",27.46
"12","01013",39.13,"LFN",37.8
"13","01014",58.27,"LFN",34.58
"14","01015",48.25,"LUD",26
"15","01016",52.57,"LUD",36.05
"16","01017",42.07,"LFN",45.71
"17","01019",35.14,"LUD",26.09
"18","01021",41.85,"LUD",28.82
"19","01022",49.94,"LFN",40.75
"20","01023",39.22,"LUD",26.67
"21","01024",51.39,"LUD",31.22
"22","01025",54.33,"LFN",34.15
"23","01026",51.06,"LUD",24.06
"24","01027",48.95,"LFN",39.18
"25","01028",46.81,"LFN",47
"26","01029",53.1,"LFN",39.25
"27","01030",53.42,"LUD",34.33
"28","01031",58.84,"LFN",33.54
"29","01032",50.76,"LFN",38.26
"30","01033",63.65,"LFN",29.08
"31","01034",50.28,"LFN",29.12
"32","01035",47.92,"LFN",36.88
"33","01036",45.39,"LUD",29
"34","01037",41.1,"LUD",37.4
"35","01038",46.34,"LUD",26.48
"36","01039",50.15,"LFN",31.88
"37","01040",54.68,"LFN",28.28
"38","01041",46.3,"LFN",34.33
"39","01042",41.12,"LUD",25
"40","01043",49.69,"LUD",26.02
"41","01044",51.99,"LFN",34.76
"42","01045",51.45,"LFN",38.55
"43","01046",52.45,"LFN",36.46
"44","01047",52.19,"LFN",35.02
"45","01049",47.19,"LFN",34.99
"46","01050",42.21,"LUD",40.88
"47","01051",43.56,"LFN",35.09
"48","01052",46.54,"LUD",29.41
"49","01053",54.54,"LUG",21.05
"50","01054",40.95,"LFN",34.88
"51","01056",41.48,"LFN",38.64
"52","01057",48.28,"LFN",39.78
"53","01058",38.9,"LFN",34.31
"54","01059",33.7,"LUD",25.42
"55","01060",43.17,"LUD",31.53
"56","01061",43.18,"LFN",40.39
"57","01062",43.73,"LFN",28.62
"58","01063",47.31,"LUD",28.34
"59","01064",57.47,"LFN",40.67
"60","01065",45.98,"LUD",27.56
"61","01066",43.37,"LFN",50
"62","01067",55.98,"LUD",27.78
"63","01068",48.85,"LFN",41.5
"64","01069",48.84,"LFN",37.95
"65","01071",54.84,"LUD",20.6
"66","01072",46.78,"LUD",24.89
"67","01073",48.45,"LFN",32.11
"68","01074",45.91,"LUG",31.71
"69","01075",54.38,"LFN",38.36
"70","01076",44.19,"LFN",30.77
"71","01077",35.86,"LFN",38.37
"72","01078",60.74,"LUD",20.07
"73","01079",46.01,"LFN",23.02
"74","01080",49.25,"LFN",30.91
"75","01081",50.76,"LUD",26.91
"76","01082",55.32,"LUG",29.3
"77","01083",50.21,"LFN",49.41
"78","01084",50.9,"LFN",38.35
"79","01085",39.43,"LFN",35.93
"80","01087",44.74,"LUD",27.64
"81","01088",33.29,"LUD",39.07
"82","01089",47.12,"LFN",41.87
"83","01090",47.73,"LFN",31.34
"84","01091",56.14,"LFN",36.08
"85","01092",47.45,"LFN",37.48
"86","01093",54.68,"LUD",32.16
"87","01094",54.25,"LFN",36.69
"88","01095",38.1,"LFN",34.75
"89","01096",52.92,"LFN",37.88
"90","01097",50.52,"LFN",26.09
"91","01098",50,"LFN",34.52
"92","01099",49.44,"LFN",34.29
"93","01100",39.13,"LFN",30.38
"94","01101",39.44,"LFN",45.12
"95","01102",54.98,"LFN",43.91
"96","01103",56.59,"LUD",23.72
"97","01104",51.75,"LFN",38.06
"98","01105",47.61,"LUD",30.3
"99","01106",38.17,"LFN",31.17
"100","01107",43.7,"LUD",25.37
"101","01108",50.39,"LFN",30.73
"102","01109",66.73,"LUD",27.45
"103","01110",52.21,"LUD",15.38
"104","01111",52.38,"LUD",19.15
"105","01112",46.77,"LFN",41.18
"106","01113",52.66,"LUD",30.12
"107","01114",46.01,"LUD",28.06
"108","01115",48.97,"LFN",37.14
"109","01116",45.48,"LFN",38.26
"110","01117",45.87,"LFN",38.18
"111","01118",51.99,"LFN",34.49
"112","01119",40.48,"LUD",18.95
"113","01121",43.02,"LFN",43.48
"114","01122",42.28,"LUD",24.29
"115","01123",48.52,"LUD",32.11
"116","01124",49.12,"LFN",36.4
"117","01125",44.49,"LFN",36.55
"118","01127",48.27,"LUD",25.62
"119","01128",61.4,"LFN",40
"120","01129",43.01,"LFN",36.11
"121","01130",47.62,"LFN",32.86
"122","01133",43.95,"LUD",27.65
"123","01134",51.18,"LFN",35.28
"124","01135",56.56,"LUD",26.74
"125","01136",52.65,"LFN",34.56
"126","01138",57.67,"LFN",36.1
"127","01139",52.29,"LUD",36
"128","01140",41.15,"LUD",31.72
"129","01141",43.91,"LUD",25.13
"130","01142",52.33,"LFN",37.74
"131","01143",59.87,"LUD",17.89
"132","01144",54.13,"LFN",35.42
"133","01145",48.44,"LFN",34.49
"134","01146",46.62,"LFN",35.42
"135","01147",44.26,"LUD",29.32
"136","01148",56.45,"LFN",40.04
"137","01149",38.67,"LFN",32.72
"138","01150",41.92,"LUG",14.74
"139","01151",44.72,"LFN",36.01
"140","01152",44.59,"LFN",32.92
"141","01153",55.75,"LUD",20.51
"142","01154",47.61,"LUD",28.32
"143","01155",32.8,"LFN",56.79
"144","01156",48.5,"LFN",43.19
"145","01157",47.46,"LFN",34.57
"146","01158",57.79,"LFN",33.01
"147","01159",54.69,"LUD",27.41
"148","01160",62.89,"LUD",17.16
"149","01162",19.12,"LUD",24.07
"150","01163",52.94,"LUD",32.73
"151","01165",46.59,"LFN",44.01
"152","01166",47.4,"LFN",32.52
"153","01167",51.27,"LFN",35.74
"154","01169",45.43,"LFN",39.6
"155","01170",54.17,"LFN",37.89
"156","01171",55.63,"LUD",30.6
"157","01172",45.04,"LFN",32.31
"158","01173",63.13,"LUD",20.83
"159","01174",43.8,"LUD",15.79
"160","01175",53.13,"LUD",28.25
"161","01176",36.61,"LUD",28.36
"162","01177",32.64,"LUD",23.4
"163","01179",49.29,"LUD",31.46
"164","01180",62.25,"LUD",20.44
"165","01181",50.69,"LUD",34.73
"166","01182",51.16,"LFN",36.36
"167","01183",45.73,"LFN",44.78
"168","01184",41.39,"LFN",30.56
"169","01185",55.09,"LFN",31.64
"170","01186",32.5,"LUD",25
"171","01187",46.47,"LUD",22.14
"172","01188",47.13,"LFN",35.66
"173","01189",51.78,"LFN",36.39
"174","01190",43.86,"LUD",26.98
"175","01191",43.57,"LUD",31.88
"176","01192",51.61,"LFN",38.08
"177","01193",40.96,"LUD",27.52
"178","01194",51.93,"LFN",35.09
"179","01195",45.83,"LUD",25.45
"180","01196",55.77,"LFN",40.79
"181","01197",32.18,"LUG",13.95
"182","01198",51.08,"LFN",31.11
"183","01199",49.83,"LFN",30.53
"184","01200",45.74,"LFN",30.16
"185","01202",54.52,"LFN",32.54
"186","01203",45.99,"LFN",32.74
"187","01204",33.5,"LUD",20.47
"188","01205",55.46,"LUD",26.89
"189","01206",43.52,"LUD",27.93
"190","01207",35.51,"LFN",50
"191","01208",35.54,"LUG",28.57
"192","01209",55.16,"LFN",31.07
"193","01210",50.83,"LUD",27.71
"194","01211",49.39,"LFN",30.48
"195","01212",52.15,"LFN",42.32
"196","01213",51.44,"LFN",41.92
"197","01214",41.22,"LUG",26.03
"198","01215",43.75,"LUD",20
"199","01216",49.92,"LFN",33.64
"200","01218",51.22,"LFN",48.57
"201","01219",49.28,"LUD",25
"202","01221",39.17,"LUG",18.06
"203","01224",58.73,"LFN",41.85
"204","01225",45.32,"LUD",28.41
"205","01227",50.29,"LFN",42.68
"206","01228",43.32,"LUD",37.35
"207","01229",47.45,"LFN",32.11
"208","01230",52.76,"LFN",40.87
"209","01231",51.64,"LUD",34.4
"210","01232",47.81,"LUD",27.33
"211","01233",42.2,"LUD",27.87
"212","01234",39.33,"LFN",40.91
"213","01235",50.15,"LUD",32.28
"214","01236",50.76,"LFN",32.94
"215","01237",54.06,"LFN",39.96
"216","01238",50.55,"LFN",30.77
"217","01239",41.32,"LFN",33.82
"218","01240",49.59,"LFN",46.84
"219","01241",43.3,"LUG",20.04
"220","01242",32.99,"LUG",15.87
"221","01243",44.19,"LFN",36.07
"222","01244",51.12,"LFN",28.95
"223","01245",44.54,"LFN",29.46
"224","01246",55.84,"LFN",33.12
"225","01247",56.77,"LUD",30
"226","01248",44.21,"LFN",35.23
"227","01249",53.24,"LFN",29.67
"228","01250",43.92,"LFN",30.47
"229","01252",50.8,"LUD",31.6
"230","01254",48.42,"LUD",26.72
"231","01255",50,"LUD",27.62
"232","01257",54.82,"LFN",39.68
"233","01258",50.5,"LFN",49.65
"234","01259",49.32,"LFN",39.73
"235","01260",36.74,"LFN",36.84
"236","01261",47.4,"LFN",38.19
"237","01262",55.69,"LFN",31.58
"238","01263",51.64,"LUD",33.48
"239","01264",39.79,"LFN",36.22
"240","01265",57.05,"LUD",29.76
"241","01266",46.81,"LUG",26.96
"242","01267",46.14,"LFN",38.44
"243","01268",47.34,"LFN",49.04
"244","01269",56.73,"LFN",33.29
"245","01271",38.84,"LFN",27.3
"246","01272",48.67,"LFN",36.83
"247","01273",49.03,"LFN",36.53
"248","01274",50.45,"LFN",43.48
"249","01275",49.38,"LUD",32.24
"250","01276",51.45,"LFN",36.21
"251","01277",54.03,"LFN",47.37
"252","01279",47.06,"LFN",36.36
"253","01280",45.53,"LUD",15.63
"254","01281",58.97,"LUD",16.81
"255","01282",42.29,"LUD",27
"256","01283",63.35,"LFN",32.6
"257","01284",53.45,"LUD",28.72
"258","01285",42.96,"LUD",26.76
"259","01286",45.57,"LUG",17.68
"260","01288",60.68,"LUD",22.45
"261","01289",48.7,"LUD",22.08
"262","01290",44.99,"LFN",33.66
"263","01291",43.35,"LUD",34.1
"264","01292",35.71,"LUD",19.23
"265","01293",27.07,"LFN",37.5
"266","01294",49.41,"LUD",29.24
"267","01295",45.11,"LFN",40.7
"268","01296",50,"LFN",39.39
"269","01297",43.49,"LFN",36.73
"270","01298",51.38,"LFN",38
"271","01299",42.27,"LUD",36.11
"272","01300",44.11,"LUD",30.25
"273","01301",46.27,"LUD",29.21
"274","01302",40,"LFN",30.95
"275","01303",53.53,"LFN",35.67
"276","01304",52.73,"LFN",37.87
"277","01305",56.63,"LUD",24.88
"278","01306",52.04,"LFN",30.4
"279","01307",50.66,"LUD",31.27
"280","01308",64.15,"LUG",24.32
"281","01309",52.86,"LFN",46.88
"282","01310",33.64,"LFN",50
"283","01311",40.43,"LFN",44.44
"284","01312",37.14,"LFN",29.52
"285","01313",58.92,"LUD",15.57
"286","01314",46.75,"LFN",39.34
"287","01316",39.02,"LFN",33.33
"288","01317",44.19,"LFN",42.86
"289","01318",45.42,"LFN",37.4
"290","01319",45.63,"LFN",34.43
"291","01320",48.65,"LUD",32.22
"292","01321",26.85,"LUD",22.38
"293","01322",50.48,"LUD",27.79
"294","01323",51.46,"LFN",32.94
"295","01325",38.41,"LFN",39.2
"296","01328",46.11,"LFN",38.81
"297","01329",37.82,"LFN",42.22
"298","01330",40.85,"LUG",22.58
"299","01331",49.68,"LUG",25.33
"300","01332",47.62,"LUD",28.13
"301","01333",47.39,"LFN",38.02
"302","01334",46.85,"LFN",43.2
"303","01335",44.21,"LFN",37.3
"304","01336",47.91,"LFN",36.45
"305","01337",54.06,"LFN",31.06
"306","01338",45.09,"LFN",36.36
"307","01339",47.72,"LUD",28.57
"308","01340",47.5,"LUG",19.64
"309","01341",38.58,"LUD",27.27
"310","01342",36.02,"LUD",33.2
"311","01343",54.4,"LFN",32.26
"312","01344",46.93,"LUG",21.41
"313","01345",51.99,"LFN",38.23
"314","01346",45.45,"LFN",33.44
"315","01347",44.7,"LFN",33.37
"316","01348",55.83,"LFN",39.56
"317","01349",46.42,"LFN",34.88
"318","01350",46.77,"LUD",26.71
"319","01351",50.48,"LFN",43.56
"320","01352",50.26,"LFN",32.58
"321","01353",45.54,"LFN",31.71
"322","01354",61.53,"LUD",20.3
"323","01355",52.53,"LFN",40.25
"324","01356",40,"LFN",39.74
"325","01357",58.61,"LUD",26.13
"326","01358",39.12,"LUD",21.39
"327","01359",49.47,"LUD",37.23
"328","01360",55.97,"LUD",20.16
"329","01361",47.54,"LFN",38.08
"330","01362",45.17,"LFN",35.42
"331","01363",46.47,"LFN",30.85
"332","01364",52.19,"LFN",40.51
"333","01365",55.71,"LFN",32.09
"334","01366",40.3,"LFN",35.84
"335","01367",45.5,"LFN",36.94
"336","01368",47.46,"LFN",37.98
"337","01369",49.62,"LUD",25.13
"338","01370",58.24,"LFN",31.1
"339","01371",48.93,"LFN",39.56
"340","01372",55.03,"LUG",24.44
"341","01373",47.64,"LUD",35.21
"342","01374",45.66,"LUD",28.57
"343","01375",48.14,"LFN",36.33
"344","01376",55.96,"LFN",31.1
"345","01378",46.85,"LFN",42.54
"346","01379",45.06,"LFN",46.86
"347","01380",54.37,"LUD",29.69
"348","01381",51.73,"LFN",46.27
"349","01382",47.98,"LFN",36.52
"350","01383",48.4,"LFN",44.22
"351","01384",57.54,"LFN",33.71
"352","01385",42.37,"LUD",26.4
"353","01386",51.49,"LUD",26.2
"354","01387",40.14,"LFN",32.91
"355","01388",54.44,"LFN",41.56
"356","01389",53,"LFN",44.28
"357","01390",50.37,"LFN",44.44
"358","01391",44.9,"LUD",32.03
"359","01392",47.41,"LUD",35.51
"360","01393",43.99,"LFN",47.29
"361","01396",56.6,"LFN",37.45
"362","01397",62.31,"LUD",14.81
"363","01398",47.09,"LFN",42.86
"364","01399",58.73,"LUD",23.64
"365","01400",44.2,"LUD",14.86
"366","01401",51.23,"LUD",23.32
"367","01402",55.93,"LFN",32.52
"368","01403",56.46,"LFN",29.7
"369","01404",50.41,"LFN",31.15
"370","01405",56.38,"LFN",43.07
"371","01406",39.09,"LUD",28.13
"372","01407",52.01,"LFN",37.41
"373","01408",50.88,"LFN",31.28
"374","01409",47.46,"LFN",37.93
"375","01410",43.25,"LUD",26.43
"376","01411",52.15,"LFN",41.67
"377","01412",45.94,"LFN",37.22
"378","01413",50.7,"LFN",51.52
"379","01414",37.64,"LUG",23.81
"380","01415",44.67,"LFN",34.36
"381","01416",57.02,"LFN",41.44
"382","01417",42.4,"LFN",26.75
"383","01418",46.87,"LUG",26.34
"384","01419",56.82,"LUD",20.24
"385","01420",57.81,"LFN",38.5
"386","01421",47.06,"LFN",45
"387","01422",47.79,"LFN",31.91
"388","01423",48.88,"LFN",38.46
"389","01424",42.8,"LUD",27.92
"390","01425",43.26,"LFN",39.5
"391","01426",44.67,"LFN",28.82
"392","01427",55.97,"LFN",26.96
"393","01428",37.8,"LUD",28.26
"394","01429",46.53,"LFN",37.12
"395","01430",45.78,"LFN",37.32
"396","01431",45.53,"LUD",26.71
"397","01432",42.23,"LUD",26.72
"398","01433",43.64,"LFN",47.83
"399","01434",47.97,"LFN",46
"400","01435",61.82,"LUD",23.37
"401","01436",58.56,"LUD",7.35
"402","01437",48.23,"LFN",45.45
"403","01439",40.54,"LUD",29.55
"404","01441",53.19,"LFN",40.67
"405","01442",43.23,"LUD",22.09
"406","01443",51.48,"LFN",31.44
"407","01444",54.97,"LFN",36.55
"408","01445",46.14,"LUD",32.94
"409","01446",44.93,"LFN",39.66
"410","01447",52.98,"LFN",35.62
"411","01448",44.05,"LUD",34.06
"412","01449",46.55,"LFN",38.97
"413","01450",51.26,"LFN",39.79
"414","01451",48.91,"LUD",26.9
"415","01452",49.85,"LFN",33.12
"416","01453",46.9,"LUD",29.2
"417","01454",48.99,"LFN",38.44
"418","01456",24.66,"LUG",14
"419","01457",51.28,"LUD",31.77
"420","02001",48.14,"LFN",59.68
"421","02002",35.84,"LFN",48.59
"422","02003",44.68,"LFN",45.26
"423","02004",37.5,"LUD",33.72
"424","02005",45.71,"LFN",52.83
"425","02006",41.18,"LFN",53.73
"426","02007",34,"LFN",45.31
"427","02008",31.11,"LFN",43.33
"428","02009",36.96,"LFN",52.03
"429","02010",33.33,"LFN",57.32
"430","02011",48.14,"LFN",41.63
"431","02012",33.9,"LFN",50
"432","02013",45.51,"LFN",52.9
"433","02014",42.53,"LFN",45.92
"434","02015",39.44,"LFN",55.81
"435","02016",34.84,"LFN",31.68
"436","02017",35.16,"LFN",48.18
"437","02018",46.43,"LFN",42.8
"438","02019",40.14,"LFN",48.19
"439","02020",43.11,"LFN",53.3
"440","02021",40.74,"LFN",53.19
"441","02022",37.2,"LFN",49
"442","02023",35.42,"LFN",38.33
"443","02024",20.45,"LFN",41.18
"444","02025",33.08,"LFN",42.6
"445","02026",33.79,"LFN",51.11
"446","02027",44.1,"LFN",50.48
"447","02028",39.71,"LFN",46.67
"448","02029",34.08,"LFN",45.73
"449","02030",38.79,"LUD",34.81
"450","02031",45.93,"LFN",54.11
"451","02032",42.36,"LFN",63.48
"452","02033",55.13,"LFN",42.86
"453","02034",41.86,"LUD",43.75
"454","02035",34.18,"LFN",49.6
"455","02036",31.03,"LFN",45
"456","02037",47.22,"LFN",41.67
"457","02038",52.38,"LFN",40.74
"458","02039",25,"LFN",40.91
"459","02040",44.68,"LUD",32.47
"460","02041",40.62,"LFN",43.09
"461","02042",42.44,"LFN",45.7
"462","02043",36.36,"LFN",67.86
"463","02044",40.74,"LUD",37.5
"464","02046",34.24,"LFN",46.33
"465","02047",41.67,"LFN",57.14
"466","02048",27.66,"LFN",41.94
"467","02049",37.25,"LFN",46.04
"468","02050",38.14,"LFN",58.04
"469","02051",42.07,"LFN",46.75
"470","02052",49.14,"LFN",56.9
"471","02053",42.19,"LFN",32.58
"472","02054",50.46,"LFN",35.03
"473","02055",35.71,"LFN",63.93
"474","02056",40.46,"LFN",50
"475","02057",48.54,"LFN",56.06
"476","02058",42.22,"LFN",48.9
"477","02059",54.09,"LFN",48.34
"478","02060",35.84,"LFN",44.93
"479","02061",51.24,"LFN",51.61
"480","02062",42.86,"LFN",61.11
"481","02063",40.69,"LFN",55.36
"482","02064",47.21,"LFN",45.96
"483","02065",35.75,"LFN",52.99
"484","02066",43.83,"LFN",37.93
"485","02067",33.71,"LFN",45.87
"486","02068",26.87,"LFN",55.1
"487","02069",29.41,"LFN",47.46
"488","02070",35.99,"LFN",40
"489","02071",40.08,"LFN",42.36
"490","02072",38.97,"LUD",35.37
"491","02073",45.92,"LFN",48.73
"492","02074",44.61,"LFN",53.36
"493","02075",23.08,"LFN",53.28
"494","02076",45.28,"LFN",41.38
"495","02077",41.49,"LFN",38.59
"496","02078",35.92,"LFN",53.13
"497","02079",34.4,"LFN",45.68
"498","02080",37.37,"LUD",31.28
"499","02081",41.72,"LFN",44.57
"500","02082",42.27,"LFN",44.44
"501","02083",46.62,"LFN",55.3
"502","02084",32.6,"LFN",46.61
"503","02085",49.68,"LFN",46.73
"504","02086",40.38,"LFN",50
"505","02087",26.09,"LFN",50
"506","02088",27.27,"LFN",55.81
"507","02089",40.62,"LFN",54.38
"508","02090",44.51,"LFN",36.73
"509","02091",42.86,"LUD",22.58
"510","02093",42.47,"LFN",47.42
"511","02094",39.43,"LFN",42.46
"512","02095",49.8,"LFN",48.41
"513","02096",39.62,"LFN",42.86
"514","02097",44.1,"LFN",46.6
"515","02098",42.11,"LFN",36.88
"516","02099",49.43,"LFN",43.53
"517","02100",33.33,"LFN",50.75
"518","02101",39.86,"LFN",53.01
"519","02102",39.47,"LFN",43.18
"520","02103",42.65,"LFN",46.64
"521","02104",31.65,"LUD",23.08
"522","02105",37.01,"LFN",55.43
"523","02106",50.87,"LFN",49.3
"524","02107",40.58,"LFN",51.35
"525","02108",29.41,"LUD",24.69
"526","02109",40.11,"LFN",48.36
"527","02110",44.46,"LFN",45.37
"528","02111",45.34,"LFN",47.78
"529","02112",43.25,"LFN",51.25
"530","02114",38.76,"LFN",42.5
"531","02115",33.77,"LFN",41.24
"532","02116",48.39,"LUD",40.32
"533","02117",36.51,"LFN",56.41
"534","02118",43.68,"LFN",47.62
"535","02119",34.48,"LFN",56.74
"536","02120",34.1,"LFN",45.37
"537","02121",41.82,"LFN",64.37
"538","02122",38.64,"LUD",25.93
"539","02123",22.27,"LFN",48.13
"540","02124",32.6,"LFN",42.07
"541","02125",40.79,"LFN",44.19
"542","02126",48.2,"LFN",44.98
"543","02127",36.55,"LFN",50
"544","02128",38.75,"LFN",32.44
"545","02129",21.74,"LUD",11.11
"546","02130",30,"LFN",52.73
"547","02131",41.43,"LFN",45.55
"548","02132",25.69,"LUD",33.98
"549","02133",41.58,"LFN",46.11
"550","02134",41.86,"LFN",43.13
"551","02135",46.38,"LFN",51.65
"552","02136",36.29,"LFN",46.05
"553","02137",45.57,"LFN",40.48
"554","02138",28.66,"LFN",54.31
"555","02139",32.92,"LFN",51.43
"556","02140",37.73,"LFN",59.18
"557","02141",47.21,"LFN",45.47
"558","02142",33.5,"LFN",49.22
"559","02143",27.21,"LFN",51.04
"560","02144",27.45,"LUD",32.35
"561","02145",35.08,"LFN",45.8
"562","02146",36.23,"LUD",32.56
"563","02147",46.53,"LUD",38.89
"564","02148",42.35,"LFN",60.36
"565","02149",15.09,"LUD",44.19
"566","02150",46.67,"LFN",82.14
"567","02151",37.08,"LFN",40.74
"568","02152",30.49,"LFN",50.88
"569","02153",35.79,"LFN",37.78
"570","02154",40.24,"LFN",50.69
"571","02155",31.21,"LFN",36.96
"572","02156",44.83,"LFN",38.37
"573","02157",29.88,"LFN",36.2
"574","02158",40.59,"LFN",36.73
"575","02159",47.64,"LFN",50.42
"576","02160",46.49,"LFN",42.53
"577","02161",37.25,"LFN",44.32
"578","02162",42.02,"LFN",61.32
"579","02163",43.05,"LFN",44.18
"580","02164",32.49,"LFN",54.49
"581","02165",48.21,"LFN",46.83
"582","02166",46.32,"LFN",44.44
"583","02167",47.09,"LFN",49.06
"584","02168",56.01,"LFN",33.49
"585","02169",50,"LFN",50
"586","02170",34.04,"LFN",44.64
"587","02171",29.87,"LFN",59.62
"588","02172",40.46,"LFN",50.51
"589","02173",52.63,"LFN",41.65
"590","02174",46.31,"LFN",43.04
"591","02175",30,"LFN",51.72
"592","02176",38.46,"LFN",58.7
"593","02177",39.13,"LUD",28.99
"594","02178",31.87,"LFN",45.76
"595","02179",38.68,"LFN",55.76
"596","02180",40.68,"LFN",37.19
"597","02181",41.1,"LFN",57.89
"598","02182",42.97,"LFN",53.62
"599","02183",33.13,"LFN",50.47
"600","02184",41.55,"LFN",59.17
"601","02185",39.85,"LFN",46
"602","02186",40.14,"LFN",41.36
"603","02187",45.89,"LFN",33.65
"604","02188",46.38,"LFN",51.35
"605","02189",43.82,"LFN",59.86
"606","02190",46.01,"LFN",59.74
"607","02191",27.16,"LFN",48.05
"608","02192",41.98,"LFN",48
"609","02193",45.61,"LFN",51.61
"610","02194",26.19,"LFN",51.26
"611","02195",40.27,"LFN",52.56
"612","02196",41.31,"LFN",52.38
"613","02197",39.71,"LFN",45.76
"614","02198",53.97,"LFN",34.15
"615","02199",43.06,"LFN",57.14
"616","02200",43.02,"LUD",38.78
"617","02201",35.34,"LFN",53.74
"618","02203",39.69,"LFN",51.15
"619","02204",29.69,"LUD",31.11
"620","02205",31.58,"LFN",51.72
"621","02206",35.14,"LFN",41.3
"622","02207",34.81,"LFN",37.25
"623","02208",46.94,"LFN",49
"624","02209",48.8,"LFN",51.34
"625","02210",54.69,"LFN",58.52
"626","02211",48.74,"LFN",46.46
"627","02212",42.53,"LFN",46.42
"628","02213",50.83,"LFN",46.55
"629","02214",24.32,"LUD",39.29
"630","02215",44.11,"LFN",42.53
"631","02216",37.87,"LFN",48.28
"632","02217",40.92,"LFN",37.63
"633","02218",40.39,"LFN",39.15
"634","02219",36.21,"LFN",31.94
"635","02220",42.02,"LFN",43.17
"636","02221",50.82,"LFN",66.04
"637","02222",33.33,"LFN",47.06
"638","02223",47.71,"LFN",42.45
"639","02224",49.45,"LFN",62.69
"640","02225",36.76,"LFN",53.66
"641","02226",44.1,"LFN",51.95
"642","02227",35.58,"LFN",67.74
"643","02228",40,"LFN",39.64
"644","02229",28.85,"LUG",12.5
"645","02230",38.26,"LFN",43.53
"646","02231",38.07,"LFN",40.35
"647","02232",31.84,"LFN",50.83
"648","02233",40.71,"LFN",50.77
"649","02234",29.76,"LFN",31.58
"650","02235",46.74,"LFN",54.55
"651","02236",47.26,"LFN",55.37
"652","02237",48.74,"LFN",48.65
"653","02238",43.39,"LFN",48.05
"654","02239",50.71,"LFN",40.65
"655","02240",32.18,"LUD",33.65
"656","02241",34.57,"LFN",45.1
"657","02242",44.44,"LFN",46.72
"658","02243",48.35,"LFN",45.39
"659","02244",28.89,"LUD",29.63
"660","02245",40.85,"LFN",48.13
"661","02246",43.51,"LFN",47.92
"662","02248",29.03,"LFN",48.84
"663","02249",36.25,"LUD",36
"664","02250",42.37,"LFN",52.94
"665","02251",38.24,"LFN",70
"666","02252",31.15,"LFN",39.02
"667","02253",45.57,"LFN",51.57
"668","02254",33.7,"LFN",26.23
"669","02255",43.27,"LFN",54.55
"670","02256",40.18,"LFN",46.03
"671","02257",37.28,"LUD",37.31
"672","02258",48.76,"LFN",46.88
"673","02259",38.25,"LFN",45.73
"674","02260",47.43,"LFN",47.58
"675","02261",32.13,"LFN",55
"676","02262",43.68,"LFN",43.69
"677","02263",47.37,"LUD",40
"678","02264",46.83,"LFN",47.28
"679","02265",40.96,"LFN",66.67
"680","02266",38,"LUD",35.48
"681","02267",39.05,"LFN",40.94
"682","02268",48.66,"LFN",42.08
"683","02269",30.51,"LUD",31.25
"684","02270",36.46,"LFN",55.93
"685","02271",38.38,"LUD",37.29
"686","02272",40.28,"LFN",48.78
"687","02273",23.75,"LFN",50.43
"688","02274",45.45,"LUD",39.29
"689","02275",49.4,"LFN",50.43
"690","02276",35.35,"LFN",41.27
"691","02277",39.02,"LFN",44.22
"692","02278",33.96,"LUD",29.41
"693","02279",43.29,"LFN",41.35
"694","02280",45.03,"LFN",51.57
"695","02281",41.14,"LFN",42.57
"696","02282",39.74,"LFN",48.54
"697","02283",44.7,"LFN",50.88
"698","02284",44.44,"LFN",52.27
"699","02286",48.82,"LFN",55.19
"700","02287",32.98,"LUD",37.48
"701","02288",35.55,"LFN",47.77
"702","02289",51.77,"LFN",57.32
"703","02290",48.35,"LFN",43.28
"704","02291",32.35,"LUD",36.21
"705","02292",42.9,"LFN",44.65
"706","02293",36.57,"LFN",48.54
"707","02294",36.93,"LFN",44.86
"708","02295",41.8,"LFN",46.67
"709","02296",35.34,"LFN",45.2
"710","02297",37.21,"LFN",46.81
"711","02298",46.88,"LFN",52.29
"712","02299",51.16,"LFN",51.37
"713","02301",35.86,"LFN",43.09
"714","02302",42.05,"LFN",42.18
"715","02303",34.31,"LUD",30.77
"716","02304",62.86,"LFN",48.73
"717","02305",49.98,"LFN",47.34
"718","02306",43.19,"LFN",44.3
"719","02307",49.1,"LFN",48.39
"720","02308",44.35,"LFN",50.54
"721","02309",43.09,"LFN",46.09
"722","02310",35.61,"LFN",44.7
"723","02311",29.79,"LFN",44.62
"724","02312",46.72,"LFN",48.88
"725","02313",40.12,"LFN",47.87
"726","02315",35.84,"LFN",39.28
"727","02316",38.13,"LFN",46.43
"728","02317",32.97,"LFN",49.15
"729","02318",50.29,"LFN",46.4
"730","02319",36.16,"LFN",41.74
"731","02320",44.35,"LFN",44.35
"732","02321",42.75,"LUD",36.04
"733","02322",28.81,"LFN",45.05
"734","02323",25.84,"LFN",59.09
"735","02324",35.42,"LFN",47.9
"736","02325",47.33,"LFN",59.49
"737","02326",38.78,"LFN",52.59
"738","02327",33.06,"LFN",42.5
"739","02328",42.33,"LFN",43.59
"740","02329",33.14,"LFN",36.04
