"","INSEE","ABS","winner","PCfn"
"25222","62361",44.4,"LFN",46.48
"25223","62362",31.63,"LFN",59.38
"25224","62363",29.19,"LFN",36.92
"25225","62364",33.33,"LFN",36.94
"25226","62365",43.28,"LFN",52.78
"25227","62366",32.97,"LFN",38.92
"25228","62367",36.45,"LFN",40.84
"25229","62368",26.95,"LFN",58.76
"25230","62369",31.33,"LFN",34.88
"25231","62370",27.1,"LFN",46.05
"25232","62371",33.19,"LFN",36.38
"25233","62372",32.48,"LFN",40.54
"25234","62373",35.94,"LFN",45.76
"25235","62374",40.15,"LUD",40.54
"25236","62375",36.96,"LFN",67.31
"25237","62376",40.99,"LFN",45.92
"25238","62377",44.56,"LFN",53.14
"25239","62378",32.08,"LUD",28.85
"25240","62379",31.18,"LFN",40
"25241","62380",25.66,"LFN",42.63
"25242","62381",35.11,"LFN",47.5
"25243","62382",37.4,"LFN",34.8
"25244","62383",39.91,"LFN",48.15
"25245","62384",44.21,"LFN",55
"25246","62385",40.06,"LFN",43.88
"25247","62386",47.89,"LFN",54.88
"25248","62387",30.95,"LFN",43.39
"25249","62388",32.02,"LFN",42.57
"25250","62389",15.15,"LFN",32.14
"25251","62390",37.74,"LFN",36.85
"25252","62391",40.12,"LFN",44.59
"25253","62392",29.14,"LFN",37.06
"25254","62393",39.38,"LFN",58.98
"25255","62395",48.28,"LFN",35.21
"25256","62396",13.33,"LFN",61.54
"25257","62397",44.37,"LFN",53.96
"25258","62398",37.82,"LFN",33.33
"25259","62399",34.53,"LFN",42.36
"25260","62400",52.06,"LFN",51.22
"25261","62401",44.68,"LFN",51.51
"25262","62402",32.63,"LFN",46.31
"25263","62403",36.28,"LFN",42.51
"25264","62404",34.68,"LFN",67.92
"25265","62405",42.34,"LFN",51.54
"25266","62406",32.86,"LFN",51.15
"25267","62407",34.79,"LFN",43.5
"25268","62408",37.5,"LFN",49.59
"25269","62409",37.33,"LFN",43.96
"25270","62410",38.69,"LFN",43.01
"25271","62411",33.33,"LFN",54.55
"25272","62412",39.78,"LFN",42.21
"25273","62413",46.07,"LFN",52.79
"25274","62414",35.57,"LUD",37.82
"25275","62415",26.63,"LUD",32.89
"25276","62416",31.1,"LFN",62.96
"25277","62418",37.5,"LFN",39.26
"25278","62419",28.95,"LFN",41.56
"25279","62421",42.49,"LFN",67.35
"25280","62422",44.42,"LFN",56.81
"25281","62423",33.66,"LFN",44.98
"25282","62424",40.59,"LFN",50
"25283","62425",29.52,"LUD",30.88
"25284","62426",31.18,"LUD",23.42
"25285","62427",48.88,"LFN",59.36
"25286","62428",31.5,"LFN",37.4
"25287","62429",34.66,"LFN",37.58
"25288","62430",47.37,"LFN",60
"25289","62431",31.53,"LFN",36.8
"25290","62432",40.13,"LFN",38.37
"25291","62433",19.28,"LUD",30.3
"25292","62434",41.12,"LUD",32.79
"25293","62435",21,"LFN",44
"25294","62436",33.01,"LUD",27.69
"25295","62437",41.04,"LFN",43.14
"25296","62438",33.7,"LFN",41.2
"25297","62439",35.25,"LFN",48.34
"25298","62440",49.53,"LFN",53.07
"25299","62441",35.36,"LUG",30
"25300","62442",30.56,"LFN",37.31
"25301","62443",45.46,"LFN",53.69
"25302","62444",45.37,"LUD",30.7
"25303","62445",37.06,"LFN",44.91
"25304","62446",38.31,"LFN",40.88
"25305","62447",54.74,"LFN",37.23
"25306","62448",37.43,"LFN",41.65
"25307","62449",35.21,"LFN",47.78
"25308","62450",25.42,"LUD",33.33
"25309","62451",34.23,"LFN",46.61
"25310","62452",28.17,"LFN",36.09
"25311","62453",33.33,"LFN",43.33
"25312","62454",34.14,"LFN",40.34
"25313","62455",25.29,"LFN",38.98
"25314","62456",32.54,"LFN",46.67
"25315","62457",45.78,"LFN",44.58
"25316","62458",32.42,"LFN",44.44
"25317","62459",30,"LFN",48.84
"25318","62460",28.36,"LUD",34.56
"25319","62461",41,"LFN",36.8
"25320","62462",31.18,"LUD",37.5
"25321","62463",31.56,"LUD",25.1
"25322","62464",41.71,"LFN",50.89
"25323","62465",35.11,"LFN",39.64
"25324","62466",30.05,"LFN",37.7
"25325","62467",34.68,"LFN",46.05
"25326","62468",25.13,"LUD",35.66
"25327","62469",39.77,"LFN",39.6
"25328","62470",29.03,"LUD",23.81
"25329","62471",37.39,"LFN",53.23
"25330","62472",40,"LUD",26.44
"25331","62473",46.57,"LFN",40.96
"25332","62474",31.17,"LFN",43.3
"25333","62475",36.36,"LFN",51.92
"25334","62476",36.31,"LFN",51.03
"25335","62477",37.37,"LFN",39.32
"25336","62478",29.59,"LFN",51.52
"25337","62479",41.97,"LFN",49.51
"25338","62480",43.78,"LFN",53.52
"25339","62481",26.27,"LFN",55.17
"25340","62483",50.55,"LFN",35.96
"25341","62484",35.02,"LFN",53.59
"25342","62485",31.17,"LFN",62.87
"25343","62486",36.7,"LFN",43.71
"25344","62487",38.2,"LFN",44.64
"25345","62488",28.78,"LFN",50.13
"25346","62489",42.45,"LFN",50.56
"25347","62490",32.18,"LFN",38.64
"25348","62491",40.17,"LFN",38.67
"25349","62492",36.07,"LUD",33.63
"25350","62493",41.05,"LFN",44.86
"25351","62494",37.25,"LFN",46.88
"25352","62495",37.18,"LFN",45.26
"25353","62496",42.23,"LFN",35.96
"25354","62497",45.29,"LFN",48.6
"25355","62498",53.27,"LFN",44.63
"25356","62499",34.9,"LFN",39.62
"25357","62500",25.46,"LFN",39.66
"25358","62501",30.22,"LFN",39.17
"25359","62502",37.22,"LFN",41.06
"25360","62503",32.27,"LFN",40.24
"25361","62504",23.43,"LFN",45.04
"25362","62505",27.52,"LFN",38.16
"25363","62506",42.41,"LFN",54.04
"25364","62507",36.4,"LFN",54.29
"25365","62508",36.18,"LFN",42.86
"25366","62509",32.84,"LFN",50
"25367","62510",49.23,"LFN",48.28
"25368","62511",43.64,"LFN",42.37
"25369","62512",39.14,"LFN",40.36
"25370","62513",41.71,"LFN",45.16
"25371","62514",28.27,"LFN",64.84
"25372","62515",38.48,"LFN",41.09
"25373","62516",40.79,"LFN",45.16
"25374","62517",38.92,"LFN",59.83
"25375","62518",22.69,"LFN",43.82
"25376","62519",33.07,"LFN",60.91
"25377","62520",35.17,"LFN",40.51
"25378","62521",26.54,"LFN",58.18
"25379","62522",36.24,"LUD",32.61
"25380","62523",44.35,"LFN",53.66
"25381","62524",39.13,"LFN",41.88
"25382","62525",41.65,"LFN",39.26
"25383","62526",24.76,"LFN",44.16
"25384","62527",32.97,"LFN",41.38
"25385","62528",43.82,"LFN",45.97
"25386","62529",38.17,"LFN",39.95
"25387","62530",32.13,"LFN",48.36
"25388","62531",36.32,"LFN",48.46
"25389","62532",39.8,"LFN",56.02
"25390","62533",39.29,"LFN",60.94
"25391","62534",32.54,"LFN",42.58
"25392","62535",29.79,"LUD",24.49
"25393","62536",36.17,"LFN",47.65
"25394","62537",35.64,"LFN",47.54
"25395","62538",39.03,"LFN",49.17
"25396","62539",39.02,"LFN",49.58
"25397","62540",35.44,"LFN",46.54
"25398","62541",35,"LUD",27.87
"25399","62542",40,"LFN",51.61
"25400","62543",34.29,"LFN",47.59
"25401","62544",32.67,"LFN",42.11
"25402","62545",21.82,"LFN",40.51
"25403","62546",26.94,"LUD",29.32
"25404","62547",39.39,"LFN",38.24
"25405","62548",42.94,"LFN",47.71
"25406","62549",38.99,"LFN",35.91
"25407","62550",43.93,"LFN",40.44
"25408","62551",29.79,"LFN",41.27
"25409","62552",44.17,"LFN",39.9
"25410","62553",29.62,"LFN",38.8
"25411","62554",12.68,"LUD",30.51
"25412","62555",52.19,"LFN",54.05
"25413","62556",35.5,"LFN",40.15
"25414","62557",35.82,"LFN",33.26
"25415","62558",31.97,"LFN",42.11
"25416","62559",44.39,"LFN",44.39
"25417","62560",42.79,"LFN",40.31
"25418","62561",26.95,"LFN",38.46
"25419","62562",37.67,"LFN",57.95
"25420","62563",52.15,"LFN",60.47
"25421","62564",32.95,"LFN",41.56
"25422","62565",28.79,"LFN",35.56
"25423","62566",31.14,"LFN",41.78
"25424","62567",32.61,"LFN",51.74
"25425","62568",35.21,"LFN",49.16
"25426","62569",32.03,"LFN",52.17
"25427","62570",46.74,"LFN",49.36
"25428","62571",37.44,"LUD",38.41
"25429","62572",52.24,"LFN",52.81
"25430","62573",47.42,"LFN",53.14
"25431","62574",28.99,"LFN",46.73
"25432","62576",50,"LFN",66.67
"25433","62577",46.97,"LFN",45.16
"25434","62578",23.26,"LUD",30.77
"25435","62579",35.92,"LFN",48.29
"25436","62580",38.13,"LFN",42.86
"25437","62581",27.68,"LUD",25.32
"25438","62582",35.9,"LFN",34.38
"25439","62583",44.14,"LFN",47.46
"25440","62584",43.13,"LFN",47.24
"25441","62585",39.72,"LUD",32.12
"25442","62586",28.61,"LFN",36.14
"25443","62587",48.51,"LFN",53.01
"25444","62588",42.48,"LUD",22.96
"25445","62589",35.52,"LUD",32.72
"25446","62590",33.33,"LFN",48.15
"25447","62591",39.57,"LUD",37.5
"25448","62592",36.5,"LFN",49.79
"25449","62593",21.13,"LFN",51.79
"25450","62594",49.48,"LFN",52.11
"25451","62595",33.17,"LFN",40.82
"25452","62596",35.68,"LFN",32.2
"25453","62597",38.99,"LFN",39.84
"25454","62598",41.72,"LFN",55.4
"25455","62599",24.03,"LUD",25.23
"25456","62600",27.05,"LFN",42.05
"25457","62601",34.03,"LFN",60.22
"25458","62602",48.37,"LUD",34.67
"25459","62603",46.58,"LFN",46.01
"25460","62604",39.3,"LUD",32.62
"25461","62605",17.65,"LUD",25.93
"25462","62606",33.97,"LFN",49.28
"25463","62607",33.9,"LUD",25
"25464","62608",39.57,"LFN",51.19
"25465","62609",29.45,"LUD",30.47
"25466","62610",41.25,"LFN",42.24
"25467","62611",33.1,"LFN",44.85
"25468","62612",30.55,"LFN",47.01
"25469","62613",38.52,"LFN",47.57
"25470","62614",31.85,"LFN",41.73
"25471","62615",33.17,"LUD",29.69
"25472","62616",36.71,"LFN",42.27
"25473","62617",49.04,"LFN",48.09
"25474","62618",36.48,"LFN",58.71
"25475","62619",30.43,"LFN",54.55
"25476","62620",35.24,"LFN",46.07
"25477","62621",28.84,"LFN",47.93
"25478","62622",32.34,"LFN",54.21
"25479","62623",35.52,"LFN",50.61
"25480","62624",46.97,"LFN",52.41
"25481","62625",49.02,"LFN",70.83
"25482","62626",35.49,"LFN",50.98
"25483","62627",33.04,"LFN",43.7
"25484","62628",47.84,"LFN",51.87
"25485","62629",30,"LFN",35.96
"25486","62630",34.72,"LFN",33.59
"25487","62631",37.42,"LFN",54.05
"25488","62632",37.4,"LFN",44.44
"25489","62633",26.32,"LFN",47.33
"25490","62634",39.22,"LFN",54.55
"25491","62635",39.89,"LFN",48.08
"25492","62636",31.31,"LFN",39.29
"25493","62637",46.16,"LFN",48.24
"25494","62638",41.69,"LFN",52.92
"25495","62639",30.96,"LFN",40.28
"25496","62640",43.84,"LFN",45.75
"25497","62641",35.96,"LFN",43.65
"25498","62642",36.1,"LFN",48.2
"25499","62643",47.39,"LFN",44.53
"25500","62644",38.12,"LFN",52.79
"25501","62645",40.23,"LFN",49.56
"25502","62646",37.87,"LFN",56.06
"25503","62647",35.43,"LFN",40.28
"25504","62648",33.51,"LFN",44.12
"25505","62649",43.95,"LFN",45.05
"25506","62650",32.82,"LFN",47.12
"25507","62651",36.22,"LFN",53.13
"25508","62652",39.11,"LFN",42.53
"25509","62653",28.32,"LUD",30.04
"25510","62654",31.91,"LFN",39.77
"25511","62655",34.25,"LFN",48.18
"25512","62656",33.64,"LFN",45.34
"25513","62657",31.75,"LUD",29.71
"25514","62658",37.1,"LUD",28.57
"25515","62659",32.94,"LUD",31.48
"25516","62660",35.04,"LFN",43.48
"25517","62661",39.3,"LFN",41.86
"25518","62662",35.19,"LFN",45.02
"25519","62663",42.19,"LFN",54.41
"25520","62664",22.28,"LFN",42.75
"25521","62665",34.39,"LFN",48.74
"25522","62666",52.7,"LFN",61.36
"25523","62667",49.61,"LFN",43.77
"25524","62668",38.16,"LFN",50.56
"25525","62669",29.28,"LFN",50.99
"25526","62670",29.61,"LFN",36.05
"25527","62671",33.18,"LFN",55.63
"25528","62672",33.33,"LFN",46.69
"25529","62673",46.15,"LFN",49.43
"25530","62674",32.09,"LFN",47.1
"25531","62675",29.15,"LFN",51.11
"25532","62676",30.5,"LFN",47.98
"25533","62677",46.18,"LFN",43.07
"25534","62678",31.55,"LFN",42.54
"25535","62679",37.91,"LFN",41.51
"25536","62680",31.68,"LFN",50.53
"25537","62681",31.03,"LFN",43.17
"25538","62682",11.9,"LUD",32.43
"25539","62683",23.81,"LFN",40.58
"25540","62684",44.59,"LFN",48.36
"25541","62685",22.78,"LFN",62.2
"25542","62686",33.7,"LFN",35.23
"25543","62688",46.43,"LFN",44.73
"25544","62689",40,"LFN",39.15
"25545","62690",28.57,"LFN",42.74
"25546","62691",27.98,"LFN",38.35
"25547","62692",35.27,"LFN",61.03
"25548","62693",36.98,"LFN",40.21
"25549","62694",30.48,"LFN",69.67
"25550","62695",36.61,"LFN",51.8
"25551","62696",35.9,"LFN",42.11
"25552","62697",39.34,"LFN",57
"25553","62698",25,"LUD",36.65
"25554","62699",33.48,"LFN",57.84
"25555","62700",34.81,"LUD",34.82
"25556","62701",39.12,"LFN",42.05
"25557","62702",37.92,"LFN",50
"25558","62703",35.63,"LFN",45.68
"25559","62704",38.14,"LFN",47.72
"25560","62705",42.23,"LFN",47.33
"25561","62706",34.46,"LFN",38.6
"25562","62708",13.04,"LFN",63.16
"25563","62709",44.19,"LFN",38.05
"25564","62710",28.46,"LFN",41.98
"25565","62711",38.45,"LFN",43.47
"25566","62712",30.34,"LFN",32.69
"25567","62713",34.25,"LFN",48.95
"25568","62714",30.76,"LFN",35.93
"25569","62715",42.29,"LFN",67.19
"25570","62716",35.69,"LFN",48.67
"25571","62717",36.19,"LFN",57.82
"25572","62718",38.54,"LFN",53.38
"25573","62719",30.05,"LFN",47.62
"25574","62720",27.78,"LUD",32
"25575","62721",33.71,"LFN",36.3
"25576","62722",41.77,"LUD",39.53
"25577","62723",33.14,"LFN",40.19
"25578","62724",46.27,"LFN",54.28
"25579","62725",26.09,"LUD",30.86
"25580","62726",26,"LFN",34.55
"25581","62727",35.72,"LFN",43.13
"25582","62728",44.5,"LFN",55.24
"25583","62729",44.5,"LUD",34.51
"25584","62730",41.26,"LFN",52.01
"25585","62731",39.15,"LFN",54.2
"25586","62732",30.04,"LFN",40.49
"25587","62733",32.49,"LFN",43.2
"25588","62734",36.16,"LFN",46.11
"25589","62735",42.27,"LFN",49.66
"25590","62736",36.46,"LFN",35.09
"25591","62737",50.09,"LFN",50.94
"25592","62738",37.8,"LFN",47.22
"25593","62739",28.96,"LFN",43.33
"25594","62740",26.42,"LFN",37.84
"25595","62741",27.83,"LUD",38.96
"25596","62742",27.97,"LUD",23.17
"25597","62743",34.64,"LFN",34.16
"25598","62744",33.97,"LUD",27.83
"25599","62745",30,"LFN",44.44
"25600","62746",43.82,"LFN",42.3
"25601","62747",29.26,"LFN",40.07
"25602","62748",41.71,"LFN",44.75
"25603","62749",35.92,"LFN",36.73
"25604","62750",37.89,"LFN",42.5
"25605","62751",34.15,"LFN",46.01
"25606","62752",38.07,"LUD",35.13
"25607","62753",40.57,"LFN",36.04
"25608","62754",31.94,"LFN",40.49
"25609","62755",42.37,"LFN",36.53
"25610","62756",38.92,"LFN",53.96
"25611","62757",41.3,"LFN",37
"25612","62758",40.27,"LFN",35.91
"25613","62759",25.43,"LFN",43.1
"25614","62760",30.9,"LFN",48.7
"25615","62761",33.7,"LFN",42.98
"25616","62762",44.66,"LFN",41.18
"25617","62763",37.88,"LFN",38.37
"25618","62764",44.16,"LFN",37.43
"25619","62765",48.17,"LUD",31.48
"25620","62766",40,"LFN",49.89
"25621","62767",46.56,"LFN",39.01
"25622","62768",42.7,"LUD",26.67
"25623","62769",38.91,"LFN",38.27
"25624","62770",35.52,"LFN",39.87
"25625","62771",50.08,"LFN",46.54
"25626","62772",33.5,"LFN",39.53
"25627","62773",44.11,"LFN",43.31
"25628","62774",40.09,"LFN",39.96
"25629","62775",32.89,"LFN",64.19
"25630","62776",41.5,"LFN",41.46
"25631","62777",40.3,"LFN",60
"25632","62778",18.75,"LFN",58.33
"25633","62779",39.44,"LFN",54.76
"25634","62780",39.71,"LFN",47.8
"25635","62781",45.43,"LFN",53.76
"25636","62782",31.83,"LFN",44.58
"25637","62783",44.73,"LFN",40.98
"25638","62784",41.02,"LFN",46.58
"25639","62785",41.35,"LFN",37.03
"25640","62786",40.87,"LFN",45.89
"25641","62787",40.39,"LFN",41.23
"25642","62788",32.81,"LFN",42.47
"25643","62789",21.79,"LFN",47.06
"25644","62790",24.06,"LFN",44.57
"25645","62791",16.67,"LFN",37.14
"25646","62792",33.93,"LFN",40.47
"25647","62793",30.41,"LFN",44.3
"25648","62794",22.56,"LFN",49.68
"25649","62795",31.58,"LUD",34.43
"25650","62796",28.99,"LFN",37.17
"25651","62797",34.33,"LFN",49.66
"25652","62798",34.95,"LFN",50.43
"25653","62799",36.64,"LFN",38.5
"25654","62800",37.91,"LFN",50.85
"25655","62801",36.38,"LFN",37.45
"25656","62802",50.76,"LFN",58.46
"25657","62803",33.8,"LFN",50
"25658","62804",46.95,"LFN",41.91
"25659","62805",27.36,"LFN",46.43
"25660","62806",23.17,"LUD",13.01
"25661","62807",34.42,"LFN",37.01
"25662","62808",30.15,"LFN",49.62
"25663","62809",29.82,"LFN",55.13
"25664","62810",34.23,"LFN",35.74
"25665","62811",34.58,"LFN",40.22
"25666","62812",35.42,"LFN",50.56
"25667","62813",40.06,"LFN",42.31
"25668","62814",31.18,"LFN",41.27
"25669","62815",28.57,"LFN",48.39
"25670","62816",35.2,"LFN",39.29
"25671","62817",38.5,"LFN",34.98
"25672","62818",16.41,"LFN",40
"25673","62819",33.44,"LFN",36.33
"25674","62820",39.82,"LFN",39.42
"25675","62821",37.07,"LFN",49.29
"25676","62822",20.25,"LUD",39.29
"25677","62823",29.23,"LFN",39.53
"25678","62824",32.02,"LUD",31.86
"25679","62825",39.53,"LFN",52.66
"25680","62826",39.07,"LUD",24.97
"25681","62827",43.91,"LFN",55.13
"25682","62828",44.23,"LUD",34.48
"25683","62829",42.9,"LFN",58.82
"25684","62830",50.93,"LFN",57.69
"25685","62831",23.73,"LFN",38.82
"25686","62832",37.01,"LUD",36.5
"25687","62833",25.71,"LUD",36
"25688","62834",34.24,"LFN",44.64
"25689","62835",30.27,"LFN",43.12
"25690","62836",31.74,"LUD",32.38
"25691","62837",36.69,"LFN",43.97
"25692","62838",27.63,"LFN",59.26
"25693","62839",41.33,"LFN",56.81
"25694","62840",38.14,"LFN",47.83
"25695","62841",42.17,"LFN",43.97
"25696","62842",46.52,"LFN",55.5
"25697","62843",0,"LUD",33.91
"25698","62844",30.56,"LFN",43.92
"25699","62845",34.51,"LFN",42.72
"25700","62846",43.58,"LFN",53.48
"25701","62847",38.95,"LFN",48.76
"25702","62848",44.41,"LFN",44.16
"25703","62849",41.16,"LFN",42.01
"25704","62850",33.11,"LUD",32.99
"25705","62851",44.48,"LFN",36.57
"25706","62852",40.26,"LFN",47.16
"25707","62853",33.1,"LFN",50.86
"25708","62854",25.77,"LFN",35.79
"25709","62855",37.71,"LFN",46.73
"25710","62856",31.34,"LFN",50.59
"25711","62857",32.48,"LFN",33.78
"25712","62858",30.85,"LFN",43.38
"25713","62859",30.69,"LFN",49.19
"25714","62860",29.41,"LFN",45.45
"25715","62861",34.77,"LFN",37.87
"25716","62862",46.96,"LFN",53.33
"25717","62863",38,"LFN",45.55
"25718","62864",33.91,"LFN",54.67
"25719","62865",41.23,"LFN",49.35
"25720","62866",41.95,"LFN",50.27
"25721","62867",30.97,"LFN",50.99
"25722","62868",41.75,"LFN",55.75
"25723","62869",35.9,"LFN",33.98
"25724","62870",39.66,"LFN",42.64
"25725","62871",33.85,"LFN",34.15
"25726","62872",49.06,"LUD",34.29
"25727","62873",31.81,"LFN",49.7
"25728","62874",32.72,"LFN",41.6
"25729","62875",36.74,"LFN",51.53
"25730","62876",29.52,"LFN",53.42
"25731","62877",21.43,"LFN",49.06
"25732","62878",41.67,"LUD",29.51
"25733","62879",28.65,"LFN",54.96
"25734","62880",28.76,"LFN",40
"25735","62881",35.62,"LFN",41.14
"25736","62882",30.75,"LFN",46.35
"25737","62883",40.41,"LUD",29.76
"25738","62885",37.22,"LFN",36.19
"25739","62886",29.48,"LFN",46.09
"25740","62887",44.84,"LFN",51.69
"25741","62888",37.56,"LFN",47.37
"25742","62889",30.6,"LFN",36.71
"25743","62890",35,"LUD",34.88
"25744","62891",25.66,"LFN",45.57
"25745","62892",32.76,"LFN",45.02
"25746","62893",42.66,"LFN",33.12
"25747","62894",42.04,"LFN",40.88
"25748","62895",48.48,"LFN",52.83
"25749","62896",24.88,"LFN",38.75
"25750","62897",31.3,"LFN",46.13
"25751","62898",27.55,"LUD",31.85
"25752","62899",37.45,"LFN",35.67
"25753","62900",34.06,"LFN",33.1
"25754","62901",40.34,"LFN",47.41
"25755","62902",36.81,"LFN",41.69
"25756","62903",40,"LFN",48.36
"25757","62904",30.96,"LFN",56.72
"25758","62905",28.77,"LUD",32.14
"25759","62906",40.54,"LFN",52.64
"25760","62907",47.16,"LFN",44.77
"25761","62908",35.7,"LFN",33.46
"25762","62909",38.59,"LFN",49.72
"25763","63001",46.98,"LUD",27.3
"25764","63002",42.59,"LUD",18.64
"25765","63003",49.32,"LUD",18.56
"25766","63004",47.71,"LUG",20.58
"25767","63005",44.95,"LUD",23.18
"25768","63006",57.01,"LUD",16.48
"25769","63007",42.2,"LUD",18.09
"25770","63008",52.68,"LUD",26.92
"25771","63009",53.49,"LUD",16.33
"25772","63010",49.33,"LUD",22.26
"25773","63011",46.28,"LUD",15.46
"25774","63012",35.13,"LUD",19.69
"25775","63013",46.26,"LUD",27.93
"25776","63014",46.87,"LUD",14.26
"25777","63015",48.73,"LUD",17.89
"25778","63016",44.69,"LUD",23.77
"25779","63017",38.02,"LUD",11.27
"25780","63018",48.29,"LUD",20.57
"25781","63019",53.78,"LUG",22.81
"25782","63020",39.11,"LUD",17.02
"25783","63021",47.68,"LUD",18.88
"25784","63022",58.05,"LUG",23.5
"25785","63023",52.24,"LCOM",15.69
"25786","63024",34.83,"LUD",12.73
"25787","63025",40.43,"LUD",22.22
"25788","63026",47.3,"LUG",18.57
"25789","63027",45.99,"LUD",20.55
"25790","63028",45.11,"LUD",14.66
"25791","63029",41.12,"LUD",20.18
"25792","63030",39.37,"LFN",30.95
"25793","63031",47.04,"LFN",31.9
"25794","63032",50.74,"LUD",13.15
"25795","63033",48.03,"LFN",30.91
"25796","63034",41.29,"LUG",24.18
"25797","63035",46.08,"LUD",23.1
"25798","63036",48.75,"LUD",22.39
"25799","63037",48.23,"LUD",18.88
"25800","63038",47.68,"LUD",15.04
"25801","63039",45.25,"LUD",22.79
"25802","63040",45.17,"LUG",20.63
"25803","63041",41.67,"LUD",12.5
"25804","63042",48.62,"LUD",17.53
"25805","63043",44.57,"LUD",16.48
"25806","63044",46.38,"LCOM",21.29
"25807","63045",40.22,"LFN",28.46
"25808","63046",49.1,"LUD",17.12
"25809","63047",54.79,"LUD",20.63
"25810","63048",46.94,"LUD",23.71
"25811","63049",50.44,"LFN",28.29
"25812","63050",57.04,"LUD",22.72
"25813","63051",46.33,"LUD",22.52
"25814","63052",49.94,"LUD",22.25
"25815","63053",43.97,"LUD",22.15
"25816","63054",41.73,"LUD",22.07
"25817","63055",50.54,"LUD",19.33
"25818","63056",45.05,"LCOM",21.05
"25819","63057",47.1,"LUD",26.43
"25820","63058",51.67,"LUD",26.6
"25821","63059",40.56,"LUD",16.98
"25822","63060",49.07,"LUD",14
"25823","63061",47.23,"LUG",20.27
"25824","63062",36.81,"LUG",17.89
"25825","63063",48.03,"LUD",18.71
"25826","63064",46.15,"LUD",8.11
"25827","63065",35.76,"LUD",17.78
"25828","63066",47.64,"LUD",24.05
"25829","63067",52.32,"LUD",21.43
"25830","63068",45.41,"LUD",25.82
"25831","63069",46.89,"LUD",20.05
"25832","63070",47.01,"LUD",14.45
"25833","63071",40.07,"LUD",23.81
"25834","63072",51.53,"LFN",32.7
"25835","63073",41.88,"LUG",10.98
"25836","63074",42.55,"LUD",21.05
"25837","63075",44.66,"LUD",12.06
"25838","63076",47.03,"LUD",19.32
"25839","63077",49.77,"LUD",23.79
"25840","63078",46.45,"LUD",26.25
"25841","63079",38.13,"LUD",17.72
"25842","63080",44,"LUG",17.34
"25843","63081",43.61,"LCOM",21.77
"25844","63082",40.92,"LUG",18.24
"25845","63083",49.6,"LUG",21.64
"25846","63084",42.51,"LUG",14.12
"25847","63085",45.12,"LUD",20.58
"25848","63086",40.41,"LUD",22.75
"25849","63087",59.49,"LUD",14.81
"25850","63088",32.47,"LUD",25
"25851","63089",47.97,"LUD",27.73
"25852","63090",37.86,"LUD",24.26
"25853","63091",51.54,"LUG",20.86
"25854","63092",49.11,"LUD",22.29
"25855","63093",42.98,"LUD",25.73
"25856","63094",49.21,"LUD",27.49
"25857","63095",43.13,"LFN",32.95
"25858","63096",43.31,"LFN",27.81
"25859","63097",57.32,"LUD",29.41
"25860","63098",50.7,"LUD",15.5
"25861","63099",46.39,"LUD",21.86
"25862","63100",42.21,"LUD",15.97
"25863","63101",38.96,"LUD",26.09
"25864","63102",37.61,"LFN",23.41
"25865","63103",45.62,"LUD",18.41
"25866","63104",37.67,"LUD",14.94
"25867","63105",48.19,"LUD",28.57
"25868","63106",43.64,"LUG",17.91
"25869","63107",47.94,"LUD",14.12
"25870","63108",36.78,"LUD",23.13
"25871","63109",42.11,"LUD",26.6
"25872","63110",50.93,"LUD",18.97
"25873","63111",26.74,"LUG",10.71
"25874","63112",41.47,"LUD",18.06
"25875","63113",57.01,"LUG",15.95
"25876","63114",46.62,"LUD",23.44
"25877","63115",40.11,"LUD",20
"25878","63116",48.3,"LFN",27.15
"25879","63117",55.8,"LUD",19.3
"25880","63118",58.41,"LUD",15.43
"25881","63119",49.03,"LCOM",13.98
"25882","63120",49.74,"LUD",14.8
"25883","63121",43.37,"LUG",16.27
"25884","63122",35.06,"LUG",12.5
"25885","63123",24.08,"LUD",11.51
"25886","63124",44.69,"LUD",19.75
"25887","63125",46.79,"LCOM",22.11
"25888","63126",42.99,"LUD",16.92
"25889","63127",53.23,"LFN",28
"25890","63128",50.87,"LUD",25.64
"25891","63129",51.35,"LUD",23.17
"25892","63130",46.61,"LUD",27.13
"25893","63131",49.67,"LFN",30.85
"25894","63132",45.53,"LUD",16.44
"25895","63133",42.98,"LUD",21.98
"25896","63134",57.32,"LUD",25
"25897","63135",41.22,"LUD",15.42
"25898","63136",37.05,"LUD",14.59
"25899","63137",55.91,"LCOM",20
"25900","63138",45.51,"LFN",28.19
"25901","63139",47.7,"LUD",22.26
"25902","63140",40.11,"LUD",27
"25903","63141",41.77,"LUD",14.82
"25904","63142",39.37,"LUD",17.69
"25905","63143",45.04,"LUD",24.75
"25906","63144",54.86,"LUD",17.96
"25907","63145",45.26,"LUD",24
"25908","63146",40.69,"LCOM",19.22
"25909","63147",47.48,"LUD",19.58
"25910","63148",41.72,"LUD",20.13
"25911","63149",42.91,"LUG",20.54
"25912","63150",43.05,"LUG",19.22
"25913","63151",39.7,"LFN",29.49
"25914","63152",48.58,"LUD",25.93
"25915","63153",51.75,"LUD",23.88
"25916","63154",44.81,"LUD",21.43
"25917","63155",35.83,"LFN",26.42
"25918","63156",37.88,"LCOM",5.56
"25919","63157",43.12,"LUD",26.53
"25920","63158",45.53,"LUD",24.24
"25921","63159",36.59,"LUD",35.71
"25922","63160",39.25,"LUD",16.02
"25923","63161",53.02,"LUD",29.13
